region,lobe,length,norm_length,sex,gene,line,driver
ve,verellip,37.30896339,0.305826699,F,Control,TRiPsc,ubi156
ve,verellip,32.387,0.31069647,M,Control,TRiPsc,ubi156
ve,verellip,37.50411959,0.311184052,M,Control,TRiPsc,ubi156
ve,verellip,36.03049216,0.315150516,F,Control,TRiPsc,ubi156
ve,verellip,34.56055816,0.315257999,F,Control,TRiPsc,ubi156
ve,verellip,38.67671412,0.316574125,F,Control,TRiPsc,ubi156
ve,verellip,34.12995342,0.32213781,M,Control,TRiPsc,ubi156
ve,verellip,37.12060762,0.326170508,M,Control,TRiPsc,ubi156
ve,verellip,35.37224454,0.329275701,F,Control,TRiPsc,ubi156
ve,verellip,43.78171022,0.332125982,F,Control,TRiPsc,ubi156
ve,verellip,33.10005007,0.335503343,M,Control,TRiPsc,ubi156
ve,verellip,42.13589041,0.336036561,F,Control,TRiPsc,ubi156
ve,verellip,37.02133812,0.336071466,M,Control,TRiPsc,ubi156
ve,verellip,36.023,0.336474874,M,Control,TRiPsc,ubi156
ve,verellip,37.559,0.337366388,M,Control,TRiPsc,ubi156
ve,verellip,35.52268132,0.340708958,M,Control,TRiPsc,ubi156
ve,verellip,39.11821219,0.345550325,F,Control,TRiPsc,ubi156
ve,verellip,38.239,0.347437761,M,Control,TRiPsc,ubi156
ve,verellip,36.576,0.348110783,M,Control,TRiPsc,ubi156
ve,verellip,38.17049643,0.350041454,F,Control,TRiPsc,ubi156
ve,verellip,37.587,0.351477464,M,Control,TRiPsc,ubi156
ve,verellip,35.681,0.352997626,M,Control,TRiPsc,ubi156
ve,verellip,36.625,0.354515536,M,Control,TRiPsc,ubi156
ve,verellip,39.59670242,0.357510257,F,Control,TRiPsc,ubi156
ve,verellip,43.03683128,0.358928674,F,Control,TRiPsc,ubi156
he,horellip,39.739,0.361066691,M,Control,TRiPsc,ubi156
ve,verellip,35.91106991,0.362352096,F,Control,TRiPsc,ubi156
ve,verellip,37.26518774,0.365104229,M,Control,TRiPsc,ubi156
ve,verellip,38.21555248,0.366972472,F,Control,TRiPsc,ubi156
he,horellip,39.398,0.367999253,M,Control,TRiPsc,ubi156
ve,verellip,38.37549832,0.369236399,F,Control,TRiPsc,ubi156
he,horellip,40.27056054,0.369300032,F,Control,TRiPsc,ubi156
ve,verellip,39.49364028,0.370963906,F,Control,TRiPsc,ubi156
ve,verellip,37.1065677,0.37156063,M,Control,TRiPsc,ubi156
he,horellip,46.6011501,0.371647307,F,Control,TRiPsc,ubi156
he,horellip,38.209,0.378007519,M,Control,TRiPsc,ubi156
he,horellip,48.27518783,0.378379735,F,Control,TRiPsc,ubi156
he,horellip,45.76965301,0.382089483,M,Control,TRiPsc,ubi156
he,horellip,42.24522301,0.38349273,M,Control,TRiPsc,ubi156
he,horellip,49.26767914,0.385216058,F,Control,TRiPsc,ubi156
he,horellip,40.83,0.391692249,M,Control,TRiPsc,ubi156
he,horellip,41.50895131,0.391784967,M,Control,TRiPsc,ubi156
he,horellip,42.081,0.393501029,M,Control,TRiPsc,ubi156
he,horellip,40.29823971,0.394820438,M,Control,TRiPsc,ubi156
he,horellip,45.27673797,0.397715026,F,Control,TRiPsc,ubi156
he,horellip,39.9299549,0.399832162,M,Control,TRiPsc,ubi156
he,horellip,39.60381642,0.401425762,M,Control,TRiPsc,ubi156
ve,verellip,40.80835585,0.403808628,M,Control,TRiPsc,ubi156
he,horellip,46.74639727,0.404290331,M,Control,TRiPsc,ubi156
he,horellip,42.553,0.404996669,M,Control,TRiPsc,ubi156
he,horellip,53.60204851,0.406622604,F,Control,TRiPsc,ubi156
he,horellip,50.86083987,0.408199034,M,Control,TRiPsc,ubi156
he,horellip,48.99120449,0.408588354,F,Control,TRiPsc,ubi156
he,horellip,45.563,0.409260756,M,Control,TRiPsc,ubi156
he,horellip,42.301,0.409456974,M,Control,TRiPsc,ubi156
he,horellip,50.18542998,0.410774517,F,Control,TRiPsc,ubi156
he,horellip,46.87515735,0.411881564,M,Control,TRiPsc,ubi156
he,horellip,41.5194555,0.418942174,F,Control,TRiPsc,ubi156
he,horellip,43.85905509,0.420665682,M,Control,TRiPsc,ubi156
he,horellip,46.60512438,0.420787818,F,Control,TRiPsc,ubi156
he,horellip,51.51223005,0.422252828,F,Control,TRiPsc,ubi156
he,horellip,54.10074214,0.423137984,F,Control,TRiPsc,ubi156
he,horellip,45.60183327,0.424501634,F,Control,TRiPsc,ubi156
he,horellip,48.41633207,0.427685171,F,Control,TRiPsc,ubi156
he,horellip,49.0300568,0.42885475,F,Control,TRiPsc,ubi156
he,horellip,43.43410619,0.429791068,M,Control,TRiPsc,ubi156
he,horellip,47.53092288,0.433572386,F,Control,TRiPsc,ubi156
he,horellip,46.33512993,0.435226043,F,Control,TRiPsc,ubi156
he,horellip,52.5863193,0.436326039,M,Control,TRiPsc,ubi156
he,horellip,45.89066637,0.440674285,F,Control,TRiPsc,ubi156
he,horellip,46.01371547,0.442728807,F,Control,TRiPsc,ubi156
he,horellip,55.80325835,0.45131596,F,Control,TRiPsc,ubi156
