Monitor12,ch4,32372,F,Day,0.421141975
Monitor12,ch24,32372,F,Day,0.47962963
Monitor12,ch2,32372,F,Day,0.647839506
Monitor12,ch3,32372,F,Day,0.237654321
Monitor12,ch1,32372,F,Day,0.473611111
Monitor12,ch28,32372,F,Day,0.29691358
Monitor12,ch11,32372,F,Day,0.354320988
Monitor12,ch21,32372,F,Day,0.57191358
Monitor12,ch16,32372,F,Day,0.338271605
Monitor12,ch9,32372,F,Day,0.286265432
Monitor12,ch10,32372,F,Day,0.352777778
Monitor12,ch31,32372,F,Day,0.329938272
Monitor12,ch32,32372,F,Day,0.399845679
Monitor12,ch12,32372,F,Day,0.32962963
Monitor12,ch19,32372,F,Day,0.072222222
Monitor12,ch15,32372,F,Day,0.267746914
Monitor12,ch23,32372,F,Day,0.46712963
Monitor12,ch7,32372,F,Day,0.454475309
Monitor12,ch26,32372,F,Day,0.37962963
Monitor12,ch20,32372,F,Day,0.469135802
Monitor12,ch8,32372,F,Day,0.458179012
Monitor12,ch25,32372,F,Day,0.419444444
Monitor12,ch5,32372,F,Day,0.485493827
Monitor12,ch6,32372,F,Day,0.439660494
Monitor12,ch17,32372,F,Day,0.213271605
Monitor12,ch18,32372,F,Day,0.323148148
Monitor12,ch14,32372,F,Day,0.387808642
Monitor12,ch29,32372,F,Day,0.436265432
Monitor12,ch22,32372,F,Day,0.422685185
Monitor12,ch13,32372,F,Day,0.426080247
Monitor12,ch30,32372,F,Day,0.316358025
Monitor12,ch27,32372,F,Day,0.229012346
Monitor12,ch2,32372,F,Night,0.96155034
Monitor12,ch18,32372,F,Night,0.932520074
Monitor12,ch10,32372,F,Night,0.870907968
Monitor12,ch16,32372,F,Night,0.931593576
Monitor12,ch19,32372,F,Night,0.945027795
Monitor12,ch4,32372,F,Night,0.91012971
Monitor12,ch14,32372,F,Night,0.896077826
Monitor12,ch17,32372,F,Night,0.880327363
Monitor12,ch1,32372,F,Night,0.962168005
Monitor12,ch28,32372,F,Night,0.940240889
Monitor12,ch15,32372,F,Night,0.898085238
Monitor12,ch9,32372,F,Night,0.934681902
Monitor12,ch8,32372,F,Night,0.868282891
Monitor12,ch29,32372,F,Night,0.879864114
Monitor12,ch22,32372,F,Night,0.903489809
Monitor12,ch20,32372,F,Night,0.933755405
Monitor12,ch11,32372,F,Night,0.861797406
Monitor12,ch21,32372,F,Night,0.97699197
Monitor12,ch7,32372,F,Night,0.904725139
Monitor12,ch3,32372,F,Night,0.870444719
Monitor12,ch5,32372,F,Night,0.863032736
Monitor12,ch27,32372,F,Night,0.745367511
Monitor12,ch12,32372,F,Night,0.865040148
Monitor12,ch31,32372,F,Night,0.920475602
Monitor12,ch6,32372,F,Night,0.909820877
Monitor12,ch24,32372,F,Night,0.951358863
Monitor12,ch26,32372,F,Night,0.840796788
Monitor12,ch13,32372,F,Night,0.916769611
Monitor12,ch23,32372,F,Night,0.951050031
Monitor12,ch32,32372,F,Night,0.926961087
Monitor12,ch30,32372,F,Night,0.888048178
Monitor12,ch25,32372,F,Night,0.929431748
