Monitor,Channel,Line,Sex,sleep_bout_count,Light_status
Monitor60,ch21,60017,F,11.11111111,Night
Monitor60,ch22,60017,F,6.333333333,Night
Monitor60,ch23,60017,F,4.777777778,Night
Monitor60,ch24,60017,F,3.111111111,Night
Monitor60,ch25,60017,F,9,Night
Monitor60,ch26,60017,F,7,Night
Monitor60,ch27,60017,F,7.444444444,Night
Monitor60,ch28,60017,F,5.75,Night
Monitor60,ch29,60017,F,4.333333333,Night
Monitor60,ch3,60017,F,4.222222222,Night
Monitor60,ch30,60017,F,4.222222222,Night
Monitor60,ch31,60017,F,4.444444444,Night
Monitor60,ch32,60017,F,8.555555556,Night
Monitor60,ch4,60017,F,11.77777778,Night
Monitor60,ch5,60017,F,6.555555556,Night
Monitor60,ch6,60017,F,6.444444444,Night
Monitor60,ch7,60017,F,3.444444444,Night
Monitor60,ch8,60017,F,6.111111111,Night
Monitor60,ch9,60017,F,6.5,Night
Monitor9,ch10,60017,M,3.777777778,Night
Monitor9,ch11,60017,M,6.875,Night
Monitor9,ch12,60017,M,2.555555556,Night
Monitor9,ch13,60017,M,7.333333333,Night
Monitor9,ch14,60017,M,6.888888889,Night
Monitor9,ch15,60017,M,5.222222222,Night
Monitor9,ch16,60017,M,4.777777778,Night
Monitor9,ch17,60017,M,5.666666667,Night
Monitor9,ch18,60017,M,7.111111111,Night
Monitor9,ch19,60017,M,4.75,Night
Monitor9,ch20,60017,M,8.777777778,Night
Monitor9,ch21,60017,M,4.555555556,Night
Monitor9,ch22,60017,M,8.777777778,Night
Monitor9,ch23,60017,M,5,Night
Monitor9,ch24,60017,M,6.666666667,Night
Monitor9,ch25,60017,M,6.444444444,Night
Monitor9,ch26,60017,M,4.333333333,Night
Monitor9,ch27,60017,M,5.555555556,Night
Monitor9,ch28,60017,M,13.44444444,Night
Monitor9,ch29,60017,M,5.222222222,Night
Monitor9,ch30,60017,M,4.444444444,Night
Monitor9,ch31,60017,M,4.666666667,Night
Monitor9,ch32,60017,M,4.625,Night
Monitor9,ch6,60017,M,7.333333333,Night
Monitor9,ch7,60017,M,9.333333333,Night
Monitor9,ch8,60017,M,4.888888889,Night
Monitor9,ch9,60017,M,5.888888889,Night
Monitor60,ch1,60017,F,7.111111111,Day
Monitor60,ch10,60017,F,10.88888889,Day
Monitor60,ch11,60017,F,11.44444444,Day
Monitor60,ch12,60017,F,6.777777778,Day
Monitor60,ch13,60017,F,12.33333333,Day
Monitor60,ch14,60017,F,8.444444444,Day
Monitor60,ch15,60017,F,10,Day
Monitor60,ch16,60017,F,6.777777778,Day
Monitor60,ch17,60017,F,7.555555556,Day
Monitor60,ch18,60017,F,5.111111111,Day
Monitor60,ch19,60017,F,11.11111111,Day
Monitor60,ch2,60017,F,8,Day
Monitor60,ch20,60017,F,5.555555556,Day
Monitor60,ch21,60017,F,4.777777778,Day
Monitor60,ch22,60017,F,11.11111111,Day
Monitor60,ch23,60017,F,7.777777778,Day
Monitor60,ch24,60017,F,6.888888889,Day
Monitor60,ch25,60017,F,4.111111111,Day
Monitor60,ch26,60017,F,6.444444444,Day
Monitor60,ch27,60017,F,10.44444444,Day
Monitor60,ch28,60017,F,6,Day
Monitor60,ch29,60017,F,12.66666667,Day
Monitor60,ch3,60017,F,6.111111111,Day
Monitor60,ch30,60017,F,12.77777778,Day
Monitor60,ch31,60017,F,8.555555556,Day
Monitor60,ch32,60017,F,10.88888889,Day
Monitor60,ch4,60017,F,6,Day
Monitor60,ch5,60017,F,5.333333333,Day
Monitor60,ch6,60017,F,5.666666667,Day
Monitor60,ch7,60017,F,9.111111111,Day
Monitor60,ch8,60017,F,6.333333333,Day
Monitor60,ch9,60017,F,6.666666667,Day
Monitor9,ch10,60017,M,11.55555556,Day
Monitor9,ch11,60017,M,11.77777778,Day
Monitor9,ch12,60017,M,10,Day
Monitor9,ch13,60017,M,9,Day
Monitor9,ch14,60017,M,8.333333333,Day
Monitor9,ch15,60017,M,12.88888889,Day
Monitor9,ch16,60017,M,12.55555556,Day
Monitor9,ch17,60017,M,10.44444444,Day
Monitor9,ch18,60017,M,5.111111111,Day
Monitor9,ch19,60017,M,12.44444444,Day
Monitor9,ch20,60017,M,9.444444444,Day
Monitor9,ch21,60017,M,10.66666667,Day
Monitor9,ch22,60017,M,11.22222222,Day
Monitor9,ch23,60017,M,8,Day
Monitor9,ch24,60017,M,10,Day
Monitor9,ch25,60017,M,10.66666667,Day
Monitor9,ch26,60017,M,9.666666667,Day
Monitor9,ch27,60017,M,9,Day
Monitor9,ch28,60017,M,7.555555556,Day
Monitor9,ch29,60017,M,10.22222222,Day
Monitor9,ch30,60017,M,12.55555556,Day
Monitor9,ch31,60017,M,12,Day
Monitor9,ch32,60017,M,11.22222222,Day
Monitor9,ch6,60017,M,15,Day
Monitor9,ch7,60017,M,7.777777778,Day
Monitor9,ch8,60017,M,11,Day
Monitor9,ch9,60017,M,10.44444444,Day
Monitor13,ch1,Control,M,3.333333333,Night
Monitor13,ch10,Control,M,3.111111111,Night
Monitor13,ch11,Control,M,2.625,Night
Monitor13,ch12,Control,M,5.25,Night
Monitor13,ch13,Control,M,1.8,Night
Monitor13,ch14,Control,M,1.375,Night
Monitor13,ch15,Control,M,4.875,Night
Monitor13,ch16,Control,M,2.75,Night
Monitor13,ch17,Control,M,2.111111111,Night
Monitor13,ch18,Control,M,3.777777778,Night
Monitor13,ch19,Control,M,1.888888889,Night
Monitor13,ch2,Control,M,4.666666667,Night
Monitor13,ch20,Control,M,4.25,Night
Monitor13,ch21,Control,M,3.375,Night
Monitor13,ch22,Control,M,1.875,Night
Monitor13,ch23,Control,M,4.444444444,Night
Monitor13,ch24,Control,M,4.25,Night
Monitor13,ch25,Control,M,1,Night
Monitor13,ch26,Control,M,1.5,Night
Monitor13,ch27,Control,M,4.111111111,Night
Monitor13,ch28,Control,M,4.111111111,Night
Monitor13,ch29,Control,M,4.777777778,Night
Monitor13,ch3,Control,M,1.625,Night
Monitor13,ch30,Control,M,4.625,Night
Monitor13,ch31,Control,M,4.875,Night
Monitor13,ch32,Control,M,5.5,Night
Monitor13,ch4,Control,M,6,Night
Monitor13,ch5,Control,M,3.285714286,Night
Monitor13,ch6,Control,M,2.444444444,Night
Monitor13,ch7,Control,M,3.555555556,Night
Monitor13,ch8,Control,M,1.888888889,Night
Monitor13,ch9,Control,M,4.625,Night
Monitor57,ch1,Control,F,3.375,Night
Monitor57,ch10,Control,F,2.777777778,Night
Monitor57,ch11,Control,F,1.75,Night
Monitor57,ch13,Control,F,1.25,Night
Monitor57,ch14,Control,F,1.5,Night
Monitor57,ch16,Control,F,2.666666667,Night
Monitor57,ch17,Control,F,2,Night
Monitor57,ch18,Control,F,3.25,Night
Monitor57,ch19,Control,F,9.625,Night
Monitor57,ch2,Control,F,3.888888889,Night
Monitor57,ch20,Control,F,1.25,Night
Monitor57,ch21,Control,F,2.875,Night
Monitor57,ch22,Control,F,3.625,Night
Monitor57,ch23,Control,F,1.25,Night
Monitor57,ch24,Control,F,2.875,Night
Monitor57,ch25,Control,F,4.625,Night
Monitor57,ch26,Control,F,1.375,Night
Monitor57,ch27,Control,F,2.375,Night
Monitor57,ch28,Control,F,3.666666667,Night
Monitor57,ch29,Control,F,1.25,Night
Monitor57,ch3,Control,F,1.5,Night
Monitor57,ch30,Control,F,3.875,Night
Monitor57,ch31,Control,F,6.222222222,Night
Monitor57,ch32,Control,F,2,Night
Monitor57,ch4,Control,F,4.333333333,Night
Monitor57,ch5,Control,F,1.75,Night
Monitor57,ch6,Control,F,1.444444444,Night
Monitor57,ch7,Control,F,3.625,Night
Monitor57,ch8,Control,F,4.75,Night
Monitor57,ch9,Control,F,3.25,Night
Monitor13,ch1,Control,M,8,Day
Monitor13,ch10,Control,M,13.77777778,Day
Monitor13,ch11,Control,M,13.11111111,Day
Monitor13,ch12,Control,M,12.22222222,Day
Monitor13,ch13,Control,M,10.88888889,Day
Monitor13,ch14,Control,M,14,Day
Monitor13,ch15,Control,M,6.666666667,Day
Monitor13,ch16,Control,M,12.22222222,Day
Monitor13,ch17,Control,M,10.77777778,Day
Monitor13,ch18,Control,M,12.33333333,Day
Monitor13,ch19,Control,M,10.33333333,Day
Monitor13,ch2,Control,M,11.66666667,Day
Monitor13,ch20,Control,M,8.333333333,Day
Monitor13,ch21,Control,M,12.11111111,Day
Monitor13,ch22,Control,M,8.666666667,Day
Monitor13,ch23,Control,M,10,Day
Monitor13,ch24,Control,M,9.222222222,Day
Monitor13,ch25,Control,M,7.444444444,Day
Monitor13,ch26,Control,M,7.666666667,Day
Monitor13,ch27,Control,M,11.22222222,Day
Monitor13,ch28,Control,M,8.111111111,Day
Monitor13,ch29,Control,M,10.77777778,Day
Monitor13,ch3,Control,M,11.66666667,Day
Monitor13,ch30,Control,M,10.77777778,Day
Monitor13,ch31,Control,M,9,Day
Monitor13,ch32,Control,M,9,Day
Monitor13,ch4,Control,M,9.555555556,Day
Monitor13,ch5,Control,M,11.44444444,Day
Monitor13,ch6,Control,M,11.88888889,Day
Monitor13,ch7,Control,M,10.88888889,Day
Monitor13,ch8,Control,M,13,Day
Monitor13,ch9,Control,M,12.66666667,Day
Monitor57,ch1,Control,F,12,Day
Monitor57,ch10,Control,F,12.44444444,Day
Monitor57,ch11,Control,F,12.77777778,Day
Monitor57,ch13,Control,F,11.55555556,Day
Monitor57,ch14,Control,F,12.77777778,Day
Monitor57,ch16,Control,F,8.888888889,Day
Monitor57,ch17,Control,F,11.66666667,Day
Monitor57,ch18,Control,F,12.11111111,Day
Monitor57,ch19,Control,F,14.88888889,Day
Monitor57,ch2,Control,F,12.44444444,Day
Monitor57,ch20,Control,F,9.555555556,Day
Monitor57,ch21,Control,F,13.44444444,Day
Monitor57,ch22,Control,F,7.333333333,Day
Monitor57,ch23,Control,F,11.55555556,Day
Monitor57,ch24,Control,F,11.55555556,Day
Monitor57,ch25,Control,F,13.55555556,Day
Monitor57,ch26,Control,F,12.77777778,Day
Monitor57,ch27,Control,F,15,Day
Monitor57,ch28,Control,F,12.88888889,Day
Monitor57,ch29,Control,F,13,Day
Monitor57,ch3,Control,F,11.88888889,Day
Monitor57,ch30,Control,F,12.11111111,Day
Monitor57,ch31,Control,F,13.44444444,Day
Monitor57,ch32,Control,F,9.333333333,Day
Monitor57,ch4,Control,F,14.22222222,Day
Monitor57,ch5,Control,F,13.11111111,Day
Monitor57,ch6,Control,F,13.55555556,Day
Monitor57,ch7,Control,F,12.66666667,Day
Monitor57,ch8,Control,F,12.33333333,Day
Monitor57,ch9,Control,F,15,Day
