Monitor,Channel,Line,Sex,sleep_bout_count,Light_status
Monitor20,ch9,35211,F,8.666666667,Night
Monitor21,ch1,35211,M,4.888888889,Night
Monitor21,ch10,35211,M,6.444444444,Night
Monitor21,ch11,35211,M,5.777777778,Night
Monitor21,ch12,35211,M,4.333333333,Night
Monitor21,ch13,35211,M,7.111111111,Night
Monitor21,ch14,35211,M,5.111111111,Night
Monitor21,ch15,35211,M,5.444444444,Night
Monitor21,ch16,35211,M,9,Night
Monitor21,ch17,35211,M,10.44444444,Night
Monitor21,ch18,35211,M,7.888888889,Night
Monitor21,ch19,35211,M,6.555555556,Night
Monitor21,ch2,35211,M,7.888888889,Night
Monitor21,ch20,35211,M,6.555555556,Night
Monitor21,ch21,35211,M,8.888888889,Night
Monitor21,ch22,35211,M,5.444444444,Night
Monitor21,ch23,35211,M,6.444444444,Night
Monitor21,ch24,35211,M,7,Night
Monitor21,ch25,35211,M,6.333333333,Night
Monitor21,ch26,35211,M,8.444444444,Night
Monitor21,ch27,35211,M,6.666666667,Night
Monitor21,ch28,35211,M,3,Night
Monitor21,ch29,35211,M,7.111111111,Night
Monitor21,ch3,35211,M,7.444444444,Night
Monitor21,ch30,35211,M,2.888888889,Night
Monitor21,ch31,35211,M,5.375,Night
Monitor21,ch32,35211,M,4.444444444,Night
Monitor21,ch4,35211,M,9.444444444,Night
Monitor21,ch5,35211,M,4.111111111,Night
Monitor21,ch6,35211,M,3.555555556,Night
Monitor21,ch7,35211,M,11.66666667,Night
Monitor21,ch8,35211,M,10.55555556,Night
Monitor21,ch9,35211,M,8.888888889,Night
Monitor20,ch1,35211,F,8.666666667,Day
Monitor20,ch10,35211,F,12.22222222,Day
Monitor20,ch11,35211,F,10.33333333,Day
Monitor20,ch12,35211,F,10.11111111,Day
Monitor20,ch13,35211,F,8.444444444,Day
Monitor20,ch14,35211,F,9.555555556,Day
Monitor20,ch15,35211,F,13.11111111,Day
Monitor20,ch16,35211,F,10.11111111,Day
Monitor20,ch18,35211,F,12.55555556,Day
Monitor20,ch19,35211,F,14,Day
Monitor20,ch2,35211,F,14.88888889,Day
Monitor20,ch20,35211,F,7.777777778,Day
Monitor20,ch21,35211,F,7.111111111,Day
Monitor20,ch22,35211,F,9.666666667,Day
Monitor20,ch23,35211,F,5.666666667,Day
Monitor20,ch24,35211,F,8.888888889,Day
Monitor20,ch25,35211,F,9.111111111,Day
Monitor20,ch26,35211,F,7.666666667,Day
Monitor20,ch27,35211,F,9.444444444,Day
Monitor20,ch28,35211,F,13.55555556,Day
Monitor20,ch29,35211,F,9.666666667,Day
Monitor20,ch3,35211,F,12.88888889,Day
Monitor20,ch30,35211,F,9.111111111,Day
Monitor20,ch31,35211,F,5.222222222,Day
Monitor20,ch32,35211,F,7.222222222,Day
Monitor20,ch4,35211,F,8.222222222,Day
Monitor20,ch5,35211,F,11,Day
Monitor20,ch6,35211,F,10.22222222,Day
Monitor20,ch7,35211,F,11.77777778,Day
Monitor20,ch8,35211,F,9.888888889,Day
Monitor20,ch9,35211,F,9.666666667,Day
Monitor21,ch1,35211,M,8.666666667,Day
Monitor21,ch10,35211,M,9.888888889,Day
Monitor21,ch11,35211,M,11.66666667,Day
Monitor21,ch12,35211,M,8.666666667,Day
Monitor21,ch13,35211,M,12.66666667,Day
Monitor21,ch14,35211,M,14,Day
Monitor21,ch15,35211,M,14.66666667,Day
Monitor21,ch16,35211,M,14.44444444,Day
Monitor21,ch17,35211,M,11,Day
Monitor21,ch18,35211,M,10.44444444,Day
Monitor21,ch19,35211,M,11.66666667,Day
Monitor21,ch2,35211,M,11.66666667,Day
Monitor21,ch20,35211,M,14.88888889,Day
Monitor21,ch21,35211,M,14.22222222,Day
Monitor21,ch22,35211,M,13.33333333,Day
Monitor21,ch23,35211,M,11.44444444,Day
Monitor21,ch24,35211,M,13.11111111,Day
Monitor21,ch25,35211,M,8.888888889,Day
Monitor21,ch26,35211,M,10.11111111,Day
Monitor21,ch27,35211,M,12.77777778,Day
Monitor21,ch28,35211,M,17.22222222,Day
Monitor21,ch29,35211,M,14,Day
Monitor21,ch3,35211,M,10,Day
Monitor21,ch30,35211,M,11.77777778,Day
Monitor21,ch31,35211,M,11.22222222,Day
Monitor21,ch32,35211,M,13.22222222,Day
Monitor21,ch4,35211,M,10.33333333,Day
Monitor21,ch5,35211,M,12.11111111,Day
Monitor21,ch6,35211,M,9.666666667,Day
Monitor21,ch7,35211,M,10.33333333,Day
Monitor21,ch8,35211,M,12.22222222,Day
Monitor21,ch9,35211,M,11.55555556,Day
Monitor17,ch10,35447,M,11.55555556,Night
Monitor17,ch11,35447,M,14.11111111,Night
Monitor17,ch12,35447,M,14.44444444,Night
Monitor17,ch13,35447,M,13.88888889,Night
Monitor17,ch16,35447,M,16.11111111,Night
Monitor17,ch17,35447,M,15.11111111,Night
Monitor17,ch18,35447,M,10.5,Night
Monitor17,ch19,35447,M,15.55555556,Night
Monitor17,ch2,35447,M,15.11111111,Night
Monitor17,ch20,35447,M,14.33333333,Night
Monitor17,ch22,35447,M,20.22222222,Night
Monitor17,ch23,35447,M,10.88888889,Night
Monitor17,ch24,35447,M,18.66666667,Night
Monitor17,ch25,35447,M,13.33333333,Night
Monitor17,ch26,35447,M,9.111111111,Night
Monitor17,ch27,35447,M,10.33333333,Night
Monitor17,ch28,35447,M,12.44444444,Night
Monitor17,ch3,35447,M,13.66666667,Night
Monitor17,ch30,35447,M,17.22222222,Night
Monitor17,ch31,35447,M,12.55555556,Night
Monitor17,ch32,35447,M,3.777777778,Night
Monitor17,ch6,35447,M,17.55555556,Night
Monitor17,ch9,35447,M,15.66666667,Night
Monitor62,ch1,35447,F,3,Night
Monitor62,ch10,35447,F,17.77777778,Night
Monitor62,ch11,35447,F,13,Night
Monitor62,ch12,35447,F,12.66666667,Night
Monitor62,ch13,35447,F,8.111111111,Night
Monitor62,ch14,35447,F,23.33333333,Night
Monitor62,ch16,35447,F,8.625,Night
Monitor62,ch17,35447,F,13.77777778,Night
Monitor62,ch18,35447,F,5.625,Night
Monitor62,ch19,35447,F,12,Night
Monitor62,ch2,35447,F,6.444444444,Night
Monitor62,ch20,35447,F,14.44444444,Night
Monitor62,ch21,35447,F,16.33333333,Night
Monitor62,ch22,35447,F,16.33333333,Night
Monitor62,ch23,35447,F,9.777777778,Night
Monitor62,ch24,35447,F,10.44444444,Night
Monitor62,ch25,35447,F,11.33333333,Night
Monitor62,ch26,35447,F,8.555555556,Night
Monitor62,ch27,35447,F,4,Night
Monitor62,ch28,35447,F,10.625,Night
Monitor62,ch29,35447,F,12.14285714,Night
Monitor62,ch3,35447,F,5.333333333,Night
Monitor62,ch30,35447,F,8,Night
Monitor62,ch31,35447,F,6,Night
Monitor62,ch32,35447,F,14.77777778,Night
Monitor62,ch4,35447,F,4,Night
Monitor62,ch5,35447,F,5.666666667,Night
Monitor62,ch6,35447,F,5,Night
Monitor62,ch7,35447,F,11.55555556,Night
Monitor62,ch8,35447,F,17.11111111,Night
Monitor62,ch9,35447,F,14.22222222,Night
Monitor17,ch10,35447,M,1.8,Day
Monitor17,ch11,35447,M,12.66666667,Day
Monitor17,ch12,35447,M,3.25,Day
Monitor17,ch13,35447,M,7.75,Day
Monitor17,ch16,35447,M,12.11111111,Day
Monitor17,ch17,35447,M,5.333333333,Day
Monitor17,ch18,35447,M,5.166666667,Day
Monitor17,ch19,35447,M,10.44444444,Day
Monitor17,ch2,35447,M,11.44444444,Day
Monitor17,ch20,35447,M,8.111111111,Day
Monitor17,ch22,35447,M,6.714285714,Day
Monitor17,ch23,35447,M,8.2,Day
Monitor17,ch24,35447,M,1.666666667,Day
Monitor17,ch25,35447,M,7,Day
Monitor17,ch26,35447,M,15.11111111,Day
Monitor17,ch27,35447,M,8.285714286,Day
Monitor17,ch28,35447,M,11.11111111,Day
Monitor17,ch3,35447,M,2.666666667,Day
Monitor17,ch30,35447,M,10.55555556,Day
Monitor17,ch31,35447,M,12.22222222,Day
Monitor17,ch32,35447,M,1.5,Day
Monitor17,ch6,35447,M,5.2,Day
Monitor17,ch9,35447,M,6.222222222,Day
Monitor62,ch1,35447,F,7,Day
Monitor62,ch10,35447,F,11.22222222,Day
Monitor62,ch11,35447,F,11.66666667,Day
Monitor62,ch12,35447,F,15.22222222,Day
Monitor62,ch13,35447,F,9.888888889,Day
Monitor62,ch14,35447,F,15.77777778,Day
Monitor62,ch16,35447,F,6.75,Day
Monitor62,ch17,35447,F,9.333333333,Day
Monitor62,ch18,35447,F,11.11111111,Day
Monitor62,ch19,35447,F,8.375,Day
Monitor62,ch2,35447,F,9.857142857,Day
Monitor62,ch20,35447,F,20.11111111,Day
Monitor62,ch21,35447,F,11.25,Day
Monitor62,ch22,35447,F,10.875,Day
Monitor62,ch23,35447,F,6.666666667,Day
Monitor62,ch24,35447,F,3.857142857,Day
Monitor62,ch25,35447,F,9.111111111,Day
Monitor62,ch26,35447,F,13,Day
Monitor62,ch27,35447,F,5.555555556,Day
Monitor62,ch28,35447,F,4,Day
Monitor62,ch29,35447,F,14.11111111,Day
Monitor62,ch3,35447,F,8.666666667,Day
Monitor62,ch30,35447,F,9.8,Day
Monitor62,ch31,35447,F,5.666666667,Day
Monitor62,ch32,35447,F,6.444444444,Day
Monitor62,ch4,35447,F,1,Day
Monitor62,ch5,35447,F,6.125,Day
Monitor62,ch6,35447,F,2.5,Day
Monitor62,ch7,35447,F,1.833333333,Day
Monitor62,ch8,35447,F,11.33333333,Day
Monitor62,ch9,35447,F,10.8,Day
Monitor1,ch1,36786,F,5.5,Night
Monitor1,ch10,36786,F,5.75,Night
Monitor1,ch11,36786,F,9.444444444,Night
Monitor1,ch12,36786,F,2.5,Night
Monitor1,ch13,36786,F,6.444444444,Night
Monitor1,ch14,36786,F,4.142857143,Night
Monitor1,ch15,36786,F,2.875,Night
Monitor1,ch16,36786,F,4,Night
Monitor1,ch17,36786,F,3.333333333,Night
Monitor1,ch18,36786,F,9.444444444,Night
Monitor1,ch19,36786,F,4.444444444,Night
Monitor1,ch20,36786,F,9,Night
Monitor1,ch21,36786,F,7.555555556,Night
Monitor1,ch22,36786,F,6.444444444,Night
Monitor1,ch23,36786,F,3,Night
Monitor1,ch24,36786,F,3.222222222,Night
Monitor1,ch25,36786,F,6.666666667,Night
Monitor1,ch26,36786,F,8.111111111,Night
Monitor1,ch27,36786,F,6.555555556,Night
Monitor1,ch28,36786,F,8.777777778,Night
Monitor1,ch29,36786,F,6.125,Night
Monitor1,ch3,36786,F,3.666666667,Night
Monitor1,ch30,36786,F,8.444444444,Night
Monitor1,ch31,36786,F,5,Night
Monitor1,ch32,36786,F,6,Night
Monitor1,ch4,36786,F,5,Night
Monitor1,ch5,36786,F,8.222222222,Night
Monitor1,ch6,36786,F,2.833333333,Night
Monitor1,ch7,36786,F,9.111111111,Night
Monitor1,ch8,36786,F,6.666666667,Night
Monitor1,ch9,36786,F,7.111111111,Night
Monitor7,ch1,36786,M,7.111111111,Night
Monitor7,ch10,36786,M,4,Night
Monitor7,ch12,36786,M,6.111111111,Night
Monitor7,ch14,36786,M,7.222222222,Night
Monitor7,ch15,36786,M,6.555555556,Night
Monitor7,ch16,36786,M,6.555555556,Night
Monitor7,ch17,36786,M,5.333333333,Night
Monitor7,ch18,36786,M,6.75,Night
Monitor7,ch19,36786,M,7.888888889,Night
Monitor7,ch2,36786,M,8.444444444,Night
Monitor7,ch20,36786,M,13.22222222,Night
Monitor7,ch21,36786,M,3.777777778,Night
Monitor7,ch22,36786,M,6,Night
Monitor7,ch24,36786,M,4.125,Night
Monitor7,ch25,36786,M,7.666666667,Night
Monitor7,ch26,36786,M,7.777777778,Night
Monitor7,ch27,36786,M,10.22222222,Night
Monitor7,ch28,36786,M,4.777777778,Night
Monitor7,ch29,36786,M,5.333333333,Night
Monitor7,ch3,36786,M,6.222222222,Night
Monitor7,ch30,36786,M,6.333333333,Night
Monitor7,ch31,36786,M,12.77777778,Night
Monitor7,ch32,36786,M,5.777777778,Night
Monitor7,ch4,36786,M,6.222222222,Night
Monitor7,ch5,36786,M,4.888888889,Night
Monitor7,ch6,36786,M,5.444444444,Night
Monitor7,ch8,36786,M,8.111111111,Night
Monitor1,ch1,36786,F,8.375,Day
Monitor1,ch10,36786,F,8.333333333,Day
Monitor1,ch11,36786,F,7.111111111,Day
Monitor1,ch12,36786,F,6,Day
Monitor1,ch13,36786,F,1.666666667,Day
Monitor1,ch14,36786,F,4.125,Day
Monitor1,ch15,36786,F,9.555555556,Day
Monitor1,ch16,36786,F,1.5,Day
Monitor1,ch18,36786,F,5.444444444,Day
Monitor1,ch19,36786,F,6.555555556,Day
Monitor1,ch20,36786,F,2.444444444,Day
Monitor1,ch21,36786,F,17,Day
Monitor1,ch22,36786,F,6,Day
Monitor1,ch23,36786,F,12.11111111,Day
Monitor1,ch24,36786,F,5,Day
Monitor1,ch25,36786,F,10.55555556,Day
Monitor1,ch26,36786,F,11.55555556,Day
Monitor1,ch27,36786,F,1,Day
Monitor1,ch28,36786,F,4.888888889,Day
Monitor1,ch29,36786,F,12.55555556,Day
Monitor1,ch3,36786,F,10.11111111,Day
Monitor1,ch30,36786,F,2.285714286,Day
Monitor1,ch31,36786,F,8.666666667,Day
Monitor1,ch32,36786,F,1,Day
Monitor1,ch4,36786,F,3.2,Day
Monitor1,ch5,36786,F,1.5,Day
Monitor1,ch6,36786,F,12.33333333,Day
Monitor1,ch7,36786,F,7.333333333,Day
Monitor1,ch8,36786,F,7.777777778,Day
Monitor1,ch9,36786,F,7.666666667,Day
Monitor7,ch1,36786,M,8.666666667,Day
Monitor7,ch10,36786,M,12,Day
Monitor7,ch12,36786,M,8.555555556,Day
Monitor7,ch14,36786,M,12.11111111,Day
Monitor7,ch15,36786,M,7.222222222,Day
Monitor7,ch16,36786,M,13.77777778,Day
Monitor7,ch17,36786,M,8.666666667,Day
Monitor7,ch18,36786,M,11.44444444,Day
Monitor7,ch19,36786,M,10.44444444,Day
Monitor7,ch2,36786,M,13.44444444,Day
Monitor7,ch20,36786,M,15.77777778,Day
Monitor7,ch21,36786,M,6.777777778,Day
Monitor7,ch22,36786,M,8.777777778,Day
Monitor7,ch24,36786,M,7.333333333,Day
Monitor7,ch25,36786,M,12.33333333,Day
Monitor7,ch26,36786,M,10.44444444,Day
Monitor7,ch27,36786,M,9.444444444,Day
Monitor7,ch28,36786,M,6.333333333,Day
Monitor7,ch29,36786,M,9.222222222,Day
Monitor7,ch3,36786,M,8.444444444,Day
Monitor7,ch30,36786,M,11,Day
Monitor7,ch31,36786,M,14.55555556,Day
Monitor7,ch32,36786,M,7.444444444,Day
Monitor7,ch4,36786,M,9.444444444,Day
Monitor7,ch5,36786,M,12.11111111,Day
Monitor7,ch6,36786,M,10.11111111,Day
Monitor7,ch8,36786,M,5.888888889,Day
Monitor60,ch1,60017,F,9.333333333,Night
Monitor60,ch10,60017,F,7.888888889,Night
Monitor60,ch11,60017,F,5.111111111,Night
Monitor60,ch12,60017,F,8.444444444,Night
Monitor60,ch13,60017,F,6.666666667,Night
Monitor60,ch14,60017,F,6.222222222,Night
Monitor60,ch15,60017,F,6.111111111,Night
Monitor60,ch16,60017,F,7,Night
Monitor60,ch17,60017,F,7.888888889,Night
Monitor60,ch18,60017,F,4.777777778,Night
Monitor60,ch19,60017,F,5.666666667,Night
Monitor60,ch2,60017,F,5.111111111,Night
Monitor60,ch20,60017,F,11.11111111,Night
