Monitor,Channel,Line,Sex,mean_sleep_per_ind,Light_status
Monitor59,ch1,55690,F,4.833333333,Night
Monitor59,ch10,55690,F,2.5,Night
Monitor59,ch11,55690,F,6.166666667,Night
Monitor59,ch12,55690,F,6.333333333,Night
Monitor59,ch13,55690,F,2.5,Night
Monitor59,ch14,55690,F,1.166666667,Night
Monitor59,ch17,55690,F,1.666666667,Night
Monitor59,ch18,55690,F,8.166666667,Night
Monitor59,ch19,55690,F,5.333333333,Night
Monitor59,ch2,55690,F,2.166666667,Night
Monitor59,ch20,55690,F,4.833333333,Night
Monitor59,ch21,55690,F,2.5,Night
Monitor59,ch22,55690,F,2.5,Night
Monitor59,ch23,55690,F,3.333333333,Night
Monitor59,ch24,55690,F,3,Night
Monitor59,ch25,55690,F,2.833333333,Night
Monitor59,ch26,55690,F,2.333333333,Night
Monitor59,ch27,55690,F,4.166666667,Night
Monitor59,ch28,55690,F,2,Night
Monitor59,ch29,55690,F,1,Night
Monitor59,ch3,55690,F,2.5,Night
Monitor59,ch30,55690,F,1.333333333,Night
Monitor59,ch31,55690,F,1.333333333,Night
Monitor59,ch32,55690,F,1.833333333,Night
Monitor59,ch4,55690,F,0.833333333,Night
Monitor59,ch5,55690,F,3.666666667,Night
Monitor59,ch6,55690,F,5.166666667,Night
Monitor59,ch7,55690,F,3.166666667,Night
Monitor59,ch8,55690,F,2,Night
Monitor59,ch9,55690,F,4,Night
Monitor5,ch1,80387,F,5.666666667,Night
Monitor5,ch10,80387,F,5.333333333,Night
Monitor5,ch11,80387,F,1.333333333,Night
Monitor5,ch12,80387,F,8.833333333,Night
Monitor5,ch13,80387,F,3.166666667,Night
Monitor5,ch14,80387,F,1.333333333,Night
Monitor5,ch15,80387,F,2.666666667,Night
Monitor5,ch16,80387,F,8,Night
Monitor5,ch17,80387,F,4,Night
Monitor5,ch18,80387,F,5.666666667,Night
Monitor5,ch19,80387,F,5,Night
Monitor5,ch2,80387,F,2.5,Night
Monitor5,ch20,80387,F,2,Night
Monitor5,ch21,80387,F,7.5,Night
Monitor5,ch22,80387,F,0.5,Night
Monitor5,ch23,80387,F,6.166666667,Night
Monitor5,ch24,80387,F,4.166666667,Night
Monitor5,ch25,80387,F,5.666666667,Night
Monitor5,ch26,80387,F,4.166666667,Night
Monitor5,ch27,80387,F,1.5,Night
Monitor5,ch28,80387,F,6.666666667,Night
Monitor5,ch3,80387,F,5.5,Night
Monitor5,ch30,80387,F,1.833333333,Night
Monitor5,ch31,80387,F,4.5,Night
Monitor5,ch32,80387,F,7,Night
Monitor5,ch4,80387,F,4.833333333,Night
Monitor5,ch5,80387,F,3.833333333,Night
Monitor5,ch6,80387,F,4,Night
Monitor5,ch7,80387,F,11.66666667,Night
Monitor5,ch8,80387,F,1.666666667,Night
Monitor5,ch9,80387,F,5.833333333,Night
Monitor60,ch1,66945,M,3.166666667,Night
Monitor60,ch10,66945,M,1,Night
Monitor60,ch11,66945,M,4.5,Night
Monitor60,ch12,66945,M,5.666666667,Night
Monitor60,ch13,66945,M,2.333333333,Night
Monitor60,ch14,66945,M,1,Night
Monitor60,ch15,66945,M,4,Night
Monitor60,ch16,66945,M,4.666666667,Night
Monitor60,ch17,66945,M,2.833333333,Night
Monitor60,ch18,66945,M,3,Night
Monitor60,ch19,66945,M,2.166666667,Night
Monitor60,ch2,66945,M,4,Night
Monitor60,ch20,66945,M,4.166666667,Night
Monitor60,ch21,66945,M,4.166666667,Night
Monitor60,ch22,66945,M,4.166666667,Night
Monitor60,ch23,66945,M,1.5,Night
Monitor60,ch25,66945,M,1.333333333,Night
Monitor60,ch26,66945,M,9.333333333,Night
Monitor60,ch27,66945,M,3.666666667,Night
Monitor60,ch28,66945,M,4.333333333,Night
Monitor60,ch29,66945,M,2.833333333,Night
Monitor60,ch3,66945,M,3.166666667,Night
Monitor60,ch30,66945,M,4,Night
Monitor60,ch31,66945,M,2.166666667,Night
Monitor60,ch32,66945,M,2.5,Night
Monitor60,ch4,66945,M,2.833333333,Night
Monitor60,ch5,66945,M,3.666666667,Night
Monitor60,ch6,66945,M,1.833333333,Night
Monitor60,ch7,66945,M,3.333333333,Night
Monitor60,ch8,66945,M,1.166666667,Night
Monitor60,ch9,66945,M,6.666666667,Night
Monitor63,ch1,56014,F,2.5,Night
Monitor63,ch10,56014,F,1.833333333,Night
Monitor63,ch11,56014,F,4.333333333,Night
Monitor63,ch12,56014,F,4.166666667,Night
Monitor63,ch13,56014,F,4.333333333,Night
Monitor63,ch14,56014,F,8,Night
Monitor63,ch15,56014,F,7,Night
Monitor63,ch16,56014,F,4.5,Night
Monitor63,ch17,56014,F,1.833333333,Night
Monitor63,ch18,56014,F,5.5,Night
Monitor63,ch19,56014,F,4.166666667,Night
Monitor63,ch2,56014,F,7.166666667,Night
Monitor63,ch20,56014,F,3.166666667,Night
Monitor63,ch21,56014,F,1.666666667,Night
Monitor63,ch22,56014,F,2.166666667,Night
Monitor63,ch23,56014,F,7.166666667,Night
Monitor63,ch24,56014,F,2.833333333,Night
Monitor63,ch25,56014,F,7.833333333,Night
Monitor63,ch26,56014,F,5.166666667,Night
Monitor63,ch27,56014,F,1,Night
Monitor63,ch28,56014,F,5,Night
Monitor63,ch29,56014,F,5,Night
Monitor63,ch3,56014,F,1.166666667,Night
Monitor63,ch30,56014,F,3.5,Night
Monitor63,ch31,56014,F,0.833333333,Night
Monitor63,ch32,56014,F,2,Night
Monitor63,ch4,56014,F,5,Night
Monitor63,ch5,56014,F,6.5,Night
Monitor63,ch6,56014,F,1.333333333,Night
Monitor63,ch7,56014,F,2.666666667,Night
Monitor63,ch8,56014,F,3.166666667,Night
Monitor63,ch9,56014,F,3,Night
Monitor72,ch1,66945,F,2,Night
Monitor72,ch10,66945,F,6.5,Night
Monitor72,ch11,66945,F,8.666666667,Night
Monitor72,ch12,66945,F,2.333333333,Night
Monitor72,ch13,66945,F,5.666666667,Night
Monitor72,ch14,66945,F,4.166666667,Night
Monitor72,ch15,66945,F,6.333333333,Night
Monitor72,ch16,66945,F,1.666666667,Night
Monitor72,ch17,66945,F,4,Night
Monitor72,ch18,66945,F,2,Night
Monitor72,ch19,66945,F,4.833333333,Night
Monitor72,ch2,66945,F,3.666666667,Night
Monitor72,ch20,66945,F,3.833333333,Night
Monitor72,ch21,66945,F,3,Night
Monitor72,ch22,66945,F,2,Night
Monitor72,ch23,66945,F,3.5,Night
Monitor72,ch24,66945,F,4,Night
Monitor72,ch25,66945,F,2,Night
Monitor72,ch26,66945,F,1.333333333,Night
Monitor72,ch27,66945,F,0.833333333,Night
Monitor72,ch28,66945,F,3.166666667,Night
Monitor72,ch29,66945,F,3.666666667,Night
Monitor72,ch3,66945,F,6.833333333,Night
Monitor72,ch30,66945,F,3.5,Night
Monitor72,ch31,66945,F,3.666666667,Night
Monitor72,ch32,66945,F,2.333333333,Night
Monitor72,ch4,66945,F,3,Night
Monitor72,ch5,66945,F,6.166666667,Night
Monitor72,ch6,66945,F,4.166666667,Night
Monitor72,ch7,66945,F,3.166666667,Night
Monitor72,ch8,66945,F,2.333333333,Night
Monitor72,ch9,66945,F,2,Night
Monitor75,ch1,55690,M,3.5,Night
Monitor75,ch10,55690,M,3.833333333,Night
Monitor75,ch11,55690,M,3.166666667,Night
Monitor75,ch12,55690,M,2,Night
Monitor75,ch14,55690,M,5.333333333,Night
Monitor75,ch15,55690,M,2.5,Night
Monitor75,ch16,55690,M,5.5,Night
Monitor75,ch17,55690,M,4.333333333,Night
Monitor75,ch18,55690,M,1.833333333,Night
Monitor75,ch19,55690,M,5.166666667,Night
Monitor75,ch2,55690,M,1.166666667,Night
Monitor75,ch20,55690,M,6,Night
Monitor75,ch21,55690,M,11.33333333,Night
Monitor75,ch22,55690,M,1.166666667,Night
Monitor75,ch24,55690,M,1.166666667,Night
Monitor75,ch25,55690,M,5.333333333,Night
Monitor75,ch26,55690,M,5.5,Night
Monitor75,ch27,55690,M,8.666666667,Night
Monitor75,ch28,55690,M,3.166666667,Night
Monitor75,ch29,55690,M,1.666666667,Night
Monitor75,ch3,55690,M,6,Night
Monitor75,ch30,55690,M,10,Night
Monitor75,ch32,55690,M,5.666666667,Night
Monitor75,ch4,55690,M,2.666666667,Night
Monitor75,ch5,55690,M,3.333333333,Night
Monitor75,ch6,55690,M,10.66666667,Night
Monitor75,ch7,55690,M,7.333333333,Night
Monitor75,ch8,55690,M,6,Night
Monitor75,ch9,55690,M,4,Night
Monitor77,ch1,64498,F,1.333333333,Night
Monitor77,ch10,64498,F,6.333333333,Night
Monitor77,ch11,64498,F,5.333333333,Night
Monitor77,ch12,64498,F,3.333333333,Night
Monitor77,ch13,64498,F,6.166666667,Night
Monitor77,ch14,64498,F,7.5,Night
Monitor77,ch15,64498,F,3.666666667,Night
Monitor77,ch16,64498,F,3.5,Night
Monitor77,ch17,64498,F,5.833333333,Night
Monitor77,ch18,64498,F,2.833333333,Night
Monitor77,ch19,64498,F,6.333333333,Night
Monitor77,ch2,64498,F,4.5,Night
Monitor77,ch20,64498,F,2.333333333,Night
Monitor77,ch21,64498,F,2.333333333,Night
Monitor77,ch22,64498,F,7.833333333,Night
Monitor77,ch23,64498,F,4.166666667,Night
Monitor77,ch24,64498,F,3.833333333,Night
Monitor77,ch25,64498,F,5.833333333,Night
Monitor77,ch26,64498,F,8.166666667,Night
Monitor77,ch27,64498,F,1.5,Night
Monitor77,ch28,64498,F,4,Night
Monitor77,ch29,64498,F,3.333333333,Night
Monitor77,ch3,64498,F,9.166666667,Night
Monitor77,ch30,64498,F,6.333333333,Night
Monitor77,ch31,64498,F,7.666666667,Night
Monitor77,ch32,64498,F,1.5,Night
Monitor77,ch4,64498,F,5.5,Night
Monitor77,ch5,64498,F,1.5,Night
Monitor77,ch6,64498,F,5.666666667,Night
Monitor77,ch7,64498,F,4,Night
Monitor77,ch8,64498,F,3.833333333,Night
Monitor77,ch9,64498,F,5.5,Night
Monitor7,ch1,Control,F,3,Night
Monitor7,ch10,Control,F,7.166666667,Night
Monitor7,ch11,Control,F,4,Night
Monitor7,ch12,Control,F,2,Night
Monitor7,ch13,Control,F,4.166666667,Night
Monitor7,ch14,Control,F,2.333333333,Night
Monitor7,ch15,Control,F,1.333333333,Night
Monitor7,ch16,Control,F,4.333333333,Night
Monitor7,ch17,Control,F,4.166666667,Night
Monitor7,ch18,Control,F,7.166666667,Night
Monitor7,ch19,Control,F,4.666666667,Night
Monitor7,ch2,Control,F,3.666666667,Night
Monitor7,ch20,Control,F,4.5,Night
Monitor7,ch21,Control,F,1.166666667,Night
Monitor7,ch22,Control,F,3.333333333,Night
Monitor7,ch23,Control,F,5,Night
Monitor7,ch24,Control,F,6.666666667,Night
Monitor7,ch25,Control,F,2,Night
Monitor7,ch26,Control,F,4.833333333,Night
Monitor7,ch27,Control,F,1,Night
Monitor7,ch28,Control,F,3.166666667,Night
Monitor7,ch29,Control,F,3.166666667,Night
Monitor7,ch3,Control,F,6,Night
Monitor7,ch30,Control,F,5.666666667,Night
Monitor7,ch31,Control,F,5.333333333,Night
Monitor7,ch32,Control,F,4.333333333,Night
Monitor7,ch4,Control,F,4.5,Night
Monitor7,ch5,Control,F,1.166666667,Night
Monitor7,ch6,Control,F,1.166666667,Night
Monitor7,ch7,Control,F,5,Night
Monitor7,ch8,Control,F,1.833333333,Night
Monitor7,ch9,Control,F,4,Night
Monitor8,ch1,56014,M,2.666666667,Night
Monitor8,ch10,56014,M,5.666666667,Night
Monitor8,ch11,56014,M,4.666666667,Night
Monitor8,ch12,56014,M,4,Night
Monitor8,ch13,56014,M,8.166666667,Night
Monitor8,ch14,56014,M,4,Night
Monitor8,ch15,56014,M,1.833333333,Night
Monitor8,ch16,56014,M,6.5,Night
Monitor8,ch17,56014,M,6.5,Night
Monitor8,ch18,56014,M,4.166666667,Night
Monitor8,ch19,56014,M,5,Night
Monitor8,ch2,56014,M,3.666666667,Night
Monitor8,ch20,56014,M,6.333333333,Night
Monitor8,ch21,56014,M,3.833333333,Night
Monitor8,ch22,56014,M,3.666666667,Night
Monitor8,ch23,56014,M,6.666666667,Night
Monitor8,ch24,56014,M,5.333333333,Night
Monitor8,ch25,56014,M,5.5,Night
Monitor8,ch26,56014,M,5.666666667,Night
Monitor8,ch27,56014,M,3.333333333,Night
Monitor8,ch28,56014,M,4.666666667,Night
Monitor8,ch29,56014,M,5.166666667,Night
Monitor8,ch3,56014,M,2.833333333,Night
Monitor8,ch30,56014,M,3.666666667,Night
Monitor8,ch31,56014,M,2.833333333,Night
Monitor8,ch32,56014,M,2.166666667,Night
Monitor8,ch4,56014,M,3.5,Night
Monitor8,ch5,56014,M,9.833333333,Night
Monitor8,ch6,56014,M,5.833333333,Night
Monitor8,ch7,56014,M,2.833333333,Night
Monitor8,ch8,56014,M,4.166666667,Night
Monitor8,ch9,56014,M,5,Night
